Link,Location,Title,Date,Time,Description,Price,Location
http://generalassemb.ly/education/javascript-101/denver/38544,Denver,Javascript 101,"Monday, 17 July",6,Expand your coding toolkit with the No. 1 language in tech.,45,Atlanta
http://generalassemb.ly/education/lyf-ga-masterclass-introduction-to-gamification/singapore/38677,Singapore,lyf + GA Masterclass: Introduction to Gamification,"Tuesday, 18 July",7,"Why are games so addictive? Your users have infinite choices with digital products, so how do you keep them in yours?",0,Atlanta
http://generalassemb.ly/education/code-in-one-day-html-css-crash-course/denver/37369,Denver,Code in One Day: HTML & CSS Crash Course,"Saturday, 26 August",10,"HTML and CSS are the fundamental building blocks of the web. Whether you're a beginner who wants to get started in web development, a designer looking to hand-code their concepts, or a marketer who wants a little more control over their CMS, you'll need to know HTML and CSS to get the job done.",175,Atlanta
http://generalassemb.ly/education/introduction-to-social-media-strategy/denver/37988,Denver,Introduction to Social Media Strategy,"Tuesday, 18 July",6,"Geared for marketers, start-up founders, or people building companies via social media, this workshop will share the latest trends in social marketing and strategic tactics to build an integrated community. You will leave with an understanding on how to set objectives, how to develop an integrated social media strategy and how to measure success on social media.",45,Atlanta
http://generalassemb.ly/education/python-programming-101/london/39132,London,Python Programming 101,"Wednesday, 13 September",6:15,Unlock data-driven insights with code.,55,Atlanta
http://generalassemb.ly/education/fundamentals-of-python-bootcamp/atlanta/38451,Atlanta,Fundamentals of Python Bootcamp,"Saturday, 5 August",10,"Whether you have experience in programming or are looking to get started for the first time, this workshop will put you on the fast track to honing your python and data analysis skills.  In this bootcamp you’ll get hands-on programming experience in Python that you'll be able to immediately apply in the real world.  The workshop will cover the fundamentals of Python and several tools used in data science.",150,Atlanta
http://generalassemb.ly/education/data-analytics-101-01095432-8af6-4a75-b00f-694d0589f258/atlanta/39182,Atlanta,Data Analytics 101,"Wednesday, 26 July",6:30,Learn how data drives better business.,30,Atlanta
http://generalassemb.ly/education/the-what-why-of-apis/melbourne/38543,Melbourne,The What & Why of APIs,"Tuesday, 18 July",6:30,"From Twitter to Facebook to Tumblr to smartphones to ATMs, Application Programming Interfaces (APIs) power our digital lives. In this session, we will discuss the basics of APIs: what they are, how they work, and why they matter.",35,Atlanta
http://generalassemb.ly/education/excel-at-excel-getting-down-the-basics/san-francisco/38648,San Francisco,Excel at Excel: Getting Down the Basics,"Friday, 7 July",10,"We’ve all heard of Microsoft Excel, and yet a surprising number of people have little to no experience using it. In this class — ideal for people working in business, management, or simply interested in getting more organized — you’ll learn the basics of the application, including calculation, formatting, and charts. There will also be an introduction to some intermediate functions such as VLookup and If-Then. A basic understanding of Excel goes a very long way when it comes to managing your job or business. This class will make you more desirable job candidate and more productive as a worker.",40,Atlanta
http://generalassemb.ly/education/google-analytics-bootcamp/new-york-city/38401,New York City,Google Analytics Bootcamp,"Saturday, 30 September",10,"Learn how to use your Google Analytics to get real insights into your website’s visitors, their behavior and any patterns and trends. You will learn the lean smart way to gain customer insights and then turn these into actions that will drive your business forward.",299,Atlanta
http://generalassemb.ly/education/presentation-skills-and-public-speaking/london/37911,London,Presentation Skills and Public Speaking,"Tuesday, 25 July",6:15,"Whether you are speaking to an entire company or a few clients, your presentation skills establish your credibility and impact. This hands-on workshop focuses on how to engage your audience and deliver your message with confidence, conviction, and clarity. Through a series of exercises using drama techniques, participants will learn about how to use their voice and body more effectively in front of an audience. There will be a series of group, pair and individual exercises.  Upon completion of this workshop, participants will have actionable strategies for leveraging strengths and addressing challenge areas when delivering presentations, as well as exercises to help tackle nerves.",55,Atlanta
http://generalassemb.ly/education/building-a-marketing-plan-0e57033e-b1bd-4773-bfd4-aaccacb4c4d4/london/38725,London,Building a Marketing Plan,"Thursday, 7 September",6:15,"Running a successful campaign and business requires a well laid-out strategy and plan. Setting realistic and flexible budgets, allocating resources, and executing on those actions gives you a step up in achieving that target goal.",55,Atlanta
